实验序号,亲本甲配子,亲本乙配子,后代基因型,胚乳性状,粒形,性状组合
3265,wY,wy,wwYy,糯性,长粒,糯性长粒
3266,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3267,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3268,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3269,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3270,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3271,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
3272,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3273,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3274,wy,wy,wwyy,糯性,短粒,糯性短粒
3275,wy,wY,wwYy,糯性,长粒,糯性长粒
3276,wY,wy,wwYy,糯性,长粒,糯性长粒
3277,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3278,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3279,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
3280,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3281,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3282,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3283,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3284,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3285,wy,wy,wwyy,糯性,短粒,糯性短粒
3286,wY,wY,wwYY,糯性,长粒,糯性长粒
3287,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3288,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3289,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3290,wY,wY,wwYY,糯性,长粒,糯性长粒
3291,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3292,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3293,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3294,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3295,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3296,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3297,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3298,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3299,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3300,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3301,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3302,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3303,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3304,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3305,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3306,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3307,wY,wY,wwYY,糯性,长粒,糯性长粒
3308,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3309,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3310,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3311,wY,wY,wwYY,糯性,长粒,糯性长粒
3312,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3313,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3314,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
3315,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3316,wY,wy,wwYy,糯性,长粒,糯性长粒
3317,wY,wY,wwYY,糯性,长粒,糯性长粒
3318,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3319,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3320,wY,wy,wwYy,糯性,长粒,糯性长粒
3321,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3322,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3323,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3324,wy,wY,wwYy,糯性,长粒,糯性长粒
3325,wY,wY,wwYY,糯性,长粒,糯性长粒
3326,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
3327,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3328,wy,wY,wwYy,糯性,长粒,糯性长粒
3329,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3330,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3331,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3332,wy,wy,wwyy,糯性,短粒,糯性短粒
3333,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3334,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3335,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3336,wy,wy,wwyy,糯性,短粒,糯性短粒
3337,wY,wy,wwYy,糯性,长粒,糯性长粒
3338,wY,wY,wwYY,糯性,长粒,糯性长粒
3339,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3340,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3341,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3342,wY,wY,wwYY,糯性,长粒,糯性长粒
3343,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3344,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3345,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3346,wy,wY,wwYy,糯性,长粒,糯性长粒
3347,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3348,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3349,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3350,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3351,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3352,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3353,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3354,wY,wY,wwYY,糯性,长粒,糯性长粒
3355,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3356,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3357,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3358,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
3359,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3360,wy,wY,wwYy,糯性,长粒,糯性长粒
3361,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3362,wY,wY,wwYY,糯性,长粒,糯性长粒
3363,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3364,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3365,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3366,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3367,wY,wy,wwYy,糯性,长粒,糯性长粒
3368,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3369,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3370,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
3371,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3372,wy,wy,wwyy,糯性,短粒,糯性短粒
3373,wY,wy,wwYy,糯性,长粒,糯性长粒
3374,wy,wY,wwYy,糯性,长粒,糯性长粒
3375,wY,wy,wwYy,糯性,长粒,糯性长粒
3376,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3377,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3378,wY,wy,wwYy,糯性,长粒,糯性长粒
3379,wY,wy,wwYy,糯性,长粒,糯性长粒
3380,wY,wY,wwYY,糯性,长粒,糯性长粒
3381,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3382,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3383,wY,wY,wwYY,糯性,长粒,糯性长粒
3384,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3385,wY,wY,wwYY,糯性,长粒,糯性长粒
3386,wY,wY,wwYY,糯性,长粒,糯性长粒
3387,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3388,wY,wY,wwYY,糯性,长粒,糯性长粒
3389,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3390,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3391,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3392,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
3393,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3394,wy,wy,wwyy,糯性,短粒,糯性短粒
3395,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3396,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3397,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3398,wy,wy,wwyy,糯性,短粒,糯性短粒
3399,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3400,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3401,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
3402,wY,wy,wwYy,糯性,长粒,糯性长粒
3403,wy,wy,wwyy,糯性,短粒,糯性短粒
3404,wY,wy,wwYy,糯性,长粒,糯性长粒
3405,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3406,wy,wY,wwYy,糯性,长粒,糯性长粒
3407,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3408,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3409,wY,wy,wwYy,糯性,长粒,糯性长粒
3410,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3411,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3412,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3413,wY,wY,wwYY,糯性,长粒,糯性长粒
3414,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3415,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3416,wy,wY,wwYy,糯性,长粒,糯性长粒
3417,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
3418,wY,wY,wwYY,糯性,长粒,糯性长粒
3419,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3420,wY,wY,wwYY,糯性,长粒,糯性长粒
3421,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3422,wY,wy,wwYy,糯性,长粒,糯性长粒
3423,wy,wy,wwyy,糯性,短粒,糯性短粒
3424,wy,wY,wwYy,糯性,长粒,糯性长粒
3425,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3426,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3427,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
3428,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3429,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3430,wY,wy,wwYy,糯性,长粒,糯性长粒
3431,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
3432,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3433,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3434,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
3435,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3436,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3437,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3438,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3439,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3440,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3441,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3442,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3443,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3444,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3445,wY,wy,wwYy,糯性,长粒,糯性长粒
3446,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3447,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3448,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3449,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3450,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3451,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3452,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3453,wy,wy,wwyy,糯性,短粒,糯性短粒
3454,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3455,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3456,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3457,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3458,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3459,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3460,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3461,wy,wY,wwYy,糯性,长粒,糯性长粒
3462,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3463,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3464,wY,wy,wwYy,糯性,长粒,糯性长粒
3465,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3466,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3467,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3468,wy,wY,wwYy,糯性,长粒,糯性长粒
3469,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3470,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3471,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3472,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3473,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3474,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3475,wY,wY,wwYY,糯性,长粒,糯性长粒
3476,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3477,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3478,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3479,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3480,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3481,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3482,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3483,wY,wY,wwYY,糯性,长粒,糯性长粒
3484,wy,wy,wwyy,糯性,短粒,糯性短粒
3485,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3486,wy,wy,wwyy,糯性,短粒,糯性短粒
3487,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3488,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3489,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3490,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3491,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3492,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3493,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3494,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3495,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
3496,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3497,wY,wy,wwYy,糯性,长粒,糯性长粒
3498,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3499,wy,wy,wwyy,糯性,短粒,糯性短粒
3500,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3501,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3502,wy,wy,wwyy,糯性,短粒,糯性短粒
3503,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3504,wY,wY,wwYY,糯性,长粒,糯性长粒
3505,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3506,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3507,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3508,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3509,wy,wy,wwyy,糯性,短粒,糯性短粒
3510,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3511,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3512,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3513,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3514,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3515,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3516,wy,wy,wwyy,糯性,短粒,糯性短粒
3517,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3518,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3519,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3520,wy,wY,wwYy,糯性,长粒,糯性长粒
3521,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3522,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3523,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3524,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3525,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3526,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3527,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3528,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3529,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3530,wy,wY,wwYy,糯性,长粒,糯性长粒
3531,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3532,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3533,wY,wy,wwYy,糯性,长粒,糯性长粒
3534,wy,wy,wwyy,糯性,短粒,糯性短粒
3535,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3536,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3537,wY,wy,wwYy,糯性,长粒,糯性长粒
3538,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3539,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3540,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3541,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3542,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3543,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3544,wy,wy,wwyy,糯性,短粒,糯性短粒
3545,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3546,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3547,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3548,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3549,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3550,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3551,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3552,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
3553,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3554,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3555,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
3556,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3557,wY,wY,wwYY,糯性,长粒,糯性长粒
3558,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3559,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3560,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3561,wY,wY,wwYY,糯性,长粒,糯性长粒
3562,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3563,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3564,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3565,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3566,wy,wY,wwYy,糯性,长粒,糯性长粒
3567,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3568,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
3569,wy,wY,wwYy,糯性,长粒,糯性长粒
3570,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3571,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3572,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3573,wY,wy,wwYy,糯性,长粒,糯性长粒
3574,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3575,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3576,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3577,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3578,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3579,wy,wy,wwyy,糯性,短粒,糯性短粒
3580,wY,wY,wwYY,糯性,长粒,糯性长粒
3581,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3582,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3583,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3584,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3585,wY,wY,wwYY,糯性,长粒,糯性长粒
3586,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3587,wY,wy,wwYy,糯性,长粒,糯性长粒
3588,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3589,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3590,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3591,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3592,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3593,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3594,wY,wy,wwYy,糯性,长粒,糯性长粒
3595,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3596,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3597,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3598,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3599,wy,wy,wwyy,糯性,短粒,糯性短粒
3600,wY,wy,wwYy,糯性,长粒,糯性长粒
3601,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3602,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3603,wy,wY,wwYy,糯性,长粒,糯性长粒
3604,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3605,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3606,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3607,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3608,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3609,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3610,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3611,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3612,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3613,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3614,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3615,wy,wy,wwyy,糯性,短粒,糯性短粒
3616,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3617,wy,wY,wwYy,糯性,长粒,糯性长粒
3618,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3619,wY,wy,wwYy,糯性,长粒,糯性长粒
3620,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3621,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3622,wy,wY,wwYy,糯性,长粒,糯性长粒
3623,wy,WY,WwYy,非糯性,长粒,非糯性长粒
3624,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3625,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3626,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3627,wY,wY,wwYY,糯性,长粒,糯性长粒
3628,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3629,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3630,wY,wy,wwYy,糯性,长粒,糯性长粒
3631,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3632,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3633,wY,wY,wwYY,糯性,长粒,糯性长粒
3634,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
3635,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3636,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3637,wy,wY,wwYy,糯性,长粒,糯性长粒
3638,wy,wY,wwYy,糯性,长粒,糯性长粒
3639,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3640,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3641,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3642,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3643,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3644,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
3645,wy,wy,wwyy,糯性,短粒,糯性短粒
3646,wY,wy,wwYy,糯性,长粒,糯性长粒
3647,wY,wy,wwYy,糯性,长粒,糯性长粒
3648,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3649,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
3650,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3651,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3652,wy,wy,wwyy,糯性,短粒,糯性短粒
3653,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3654,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3655,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3656,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3657,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3658,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3659,wY,wy,wwYy,糯性,长粒,糯性长粒
3660,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3661,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3662,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3663,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3664,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3665,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
3666,wy,wy,wwyy,糯性,短粒,糯性短粒
3667,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3668,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3669,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3670,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3671,WY,wY,WwYY,非糯性,长粒,非糯性长粒
3672,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3673,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3674,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3675,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3676,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3677,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3678,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3679,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3680,wy,wy,wwyy,糯性,短粒,糯性短粒
3681,wY,wY,wwYY,糯性,长粒,糯性长粒
3682,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3683,wY,wy,wwYy,糯性,长粒,糯性长粒
3684,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3685,WY,wy,WwYy,非糯性,长粒,非糯性长粒
3686,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3687,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3688,wY,wY,wwYY,糯性,长粒,糯性长粒
3689,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3690,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3691,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
3692,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3693,WY,WY,WWYY,非糯性,长粒,非糯性长粒
3694,wY,wY,wwYY,糯性,长粒,糯性长粒
3695,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3696,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
3697,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
3698,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
3699,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
3700,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
3701,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
3702,wY,WY,WwYY,非糯性,长粒,非糯性长粒
3703,wY,wY,wwYY,糯性,长粒,糯性长粒
3704,wY,WY,WwYY,非糯性,长粒,非糯性长粒
