实验序号,亲本甲配子,亲本乙配子,后代基因型,胚乳性状,粒形,性状组合
925,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
926,wy,WY,WwYy,非糯性,长粒,非糯性长粒
927,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
928,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
929,wy,wy,wwyy,糯性,短粒,糯性短粒
930,wy,WY,WwYy,非糯性,长粒,非糯性长粒
931,WY,wy,WwYy,非糯性,长粒,非糯性长粒
932,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
933,WY,wY,WwYY,非糯性,长粒,非糯性长粒
934,wY,wy,wwYy,糯性,长粒,糯性长粒
935,wY,WY,WwYY,非糯性,长粒,非糯性长粒
936,WY,wY,WwYY,非糯性,长粒,非糯性长粒
937,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
938,wY,wy,wwYy,糯性,长粒,糯性长粒
939,wy,WY,WwYy,非糯性,长粒,非糯性长粒
940,WY,wy,WwYy,非糯性,长粒,非糯性长粒
941,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
942,WY,wy,WwYy,非糯性,长粒,非糯性长粒
943,wy,wy,wwyy,糯性,短粒,糯性短粒
944,WY,WY,WWYY,非糯性,长粒,非糯性长粒
945,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
946,WY,wy,WwYy,非糯性,长粒,非糯性长粒
947,WY,wy,WwYy,非糯性,长粒,非糯性长粒
948,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
949,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
950,wY,wy,wwYy,糯性,长粒,糯性长粒
951,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
952,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
953,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
954,wY,wy,wwYy,糯性,长粒,糯性长粒
955,WY,wy,WwYy,非糯性,长粒,非糯性长粒
956,wY,WY,WwYY,非糯性,长粒,非糯性长粒
957,wY,WY,WwYY,非糯性,长粒,非糯性长粒
958,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
959,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
960,wY,wy,wwYy,糯性,长粒,糯性长粒
961,WY,WY,WWYY,非糯性,长粒,非糯性长粒
962,wy,wY,wwYy,糯性,长粒,糯性长粒
963,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
964,WY,wY,WwYY,非糯性,长粒,非糯性长粒
965,wy,WY,WwYy,非糯性,长粒,非糯性长粒
966,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
967,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
968,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
969,WY,WY,WWYY,非糯性,长粒,非糯性长粒
970,wy,WY,WwYy,非糯性,长粒,非糯性长粒
971,wY,wy,wwYy,糯性,长粒,糯性长粒
972,wY,WY,WwYY,非糯性,长粒,非糯性长粒
973,WY,wY,WwYY,非糯性,长粒,非糯性长粒
974,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
975,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
976,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
977,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
978,wY,WY,WwYY,非糯性,长粒,非糯性长粒
979,wY,wy,wwYy,糯性,长粒,糯性长粒
980,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
981,wY,WY,WwYY,非糯性,长粒,非糯性长粒
982,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
983,wy,WY,WwYy,非糯性,长粒,非糯性长粒
984,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
985,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
986,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
987,wy,WY,WwYy,非糯性,长粒,非糯性长粒
988,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
989,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
990,WY,wY,WwYY,非糯性,长粒,非糯性长粒
991,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
992,WY,wY,WwYY,非糯性,长粒,非糯性长粒
993,wy,WY,WwYy,非糯性,长粒,非糯性长粒
994,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
995,WY,wY,WwYY,非糯性,长粒,非糯性长粒
996,WY,wy,WwYy,非糯性,长粒,非糯性长粒
997,wY,wY,wwYY,糯性,长粒,糯性长粒
998,wY,WY,WwYY,非糯性,长粒,非糯性长粒
999,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
1000,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
